"","Taxon","Genus","Hybrid.marker","Species","Abbrev","Infraspecific.rank","Infraspecific","Authority","ID","Plant.Name.Index","TPL.version","Taxonomic.status","Family","New.Genus","New.Hybrid.marker","New.Species","New.Infraspecific.rank","New.Infraspecific","New.Authority","New.ID","New.Taxonomic.status","Typo","WFormat","Higher.level","Date"
"361","Abies excelsae","Abies","","excelsae",NA,NA,"","","kew-2609826",TRUE,"1.1","Synonym","Pinaceae","Picea","","abies","","","(L.) H.Karst.","kew-2562738","Accepted",TRUE,FALSE,FALSE,2023-06-15
"362","Pinus silvestris","Pinus","","silvestris",NA,NA,"","","kew-2562297",TRUE,"1.1","Accepted","Pinaceae","Pinus","","sylvestris","","","L.","kew-2562297","Accepted",TRUE,FALSE,FALSE,2023-06-15
"363","Carex glaucae","Carex","","glaucae",NA,NA,"","","kew-226916",TRUE,"1.1","Synonym","Cyperaceae","Carex","","flacca","","","Schreb.","kew-226565","Accepted",TRUE,FALSE,FALSE,2023-06-15
"364","Plantago lanceolatae","Plantago","","lanceolatae",NA,NA,"","","kew-2569834",TRUE,"1.1","Accepted","Plantaginaceae","Plantago","","lanceolata","","","L.","kew-2569834","Accepted",TRUE,FALSE,FALSE,2023-06-15
"365","Juncus effusi","Juncus","","effusi",NA,NA,"","","kew-314902",TRUE,"1.1","Accepted","Juncaceae","Juncus","","effusus","","","L.","kew-314902","Accepted",TRUE,FALSE,FALSE,2023-06-15
"366","Acer tatarici","Acer","","tatarici",NA,NA,"","","kew-2616524",TRUE,"1.1","Accepted","Sapindaceae","Acer","","tataricum","","","L.","kew-2616524","Accepted",TRUE,FALSE,FALSE,2023-06-15
"367","Clerodendrum viscosum","Clerodendrum","","viscosum",NA,NA,"","","kew-43162",TRUE,"1.1","Synonym","Lamiaceae","Clerodendrum","","infortunatum","","","L.","kew-42706","Accepted",FALSE,FALSE,FALSE,2023-06-15
"368","Clerodendrum capitatum","Clerodendrum","","capitatum",NA,NA,"","","kew-42454",TRUE,"1.1","Accepted","Lamiaceae","Clerodendrum","","capitatum","","","(Willd.) Schumach. & Thonn.","kew-42454","Accepted",FALSE,FALSE,FALSE,2023-06-15
"369","Ilex opacae","Ilex","","opacae",NA,NA,"","","kew-2861190",TRUE,"1.1","Accepted","Aquifoliaceae","Ilex","","opaca","","","Aiton","kew-2861190","Accepted",TRUE,FALSE,FALSE,2023-06-15
"370","Ilex coriacea","Ilex","","coriacea",NA,NA,"","","tro-2000257",TRUE,"1.1","Accepted","Aquifoliaceae","Ilex","","coriacea","","","(Pursh) Chapm.","tro-2000257","Accepted",FALSE,FALSE,FALSE,2023-06-15
"371","Ilex coriaceae","Ilex","","coriaceae",NA,NA,"","","tro-2000257",TRUE,"1.1","Accepted","Aquifoliaceae","Ilex","","coriacea","","","(Pursh) Chapm.","tro-2000257","Accepted",TRUE,FALSE,FALSE,2023-06-15
"372","Viburnum lantanae","Viburnum","","lantanae",NA,NA,"","","kew-2455932",TRUE,"1.1","Accepted","Adoxaceae","Viburnum","","lantana","","","L.","kew-2455932","Accepted",TRUE,FALSE,FALSE,2023-06-15
"373","Acer platanoidis","Acer","","platanoidis",NA,NA,"","","kew-2616254",TRUE,"1.1","Accepted","Sapindaceae","Acer","","platanoides","","","L.","kew-2616254","Accepted",TRUE,FALSE,FALSE,2023-06-15
"374","Sambucus nigrae","Sambucus","","nigrae",NA,NA,"","","kew-2486519",TRUE,"1.1","Accepted","Adoxaceae","Sambucus","","nigra","","","L.","kew-2486519","Accepted",TRUE,FALSE,FALSE,2023-06-15
"375","Polygonum convolvuli","Polygonum","","convolvuli",NA,NA,"","","kew-2574574",TRUE,"1.1","Synonym","Polygonaceae","Fallopia","","convolvulus","","","(L.) Á.Löve","kew-2807634","Accepted",TRUE,FALSE,FALSE,2023-06-15
"376","Polygonum vivipari","Polygonum","","vivipari",NA,NA,"","","kew-2574216",TRUE,"1.1","Synonym","Polygonaceae","Persicaria","","vivipara","","","(L.) Ronse Decr.","kew-2572250","Accepted",TRUE,FALSE,FALSE,2023-06-15
"377","Solanum tuberosi","Solanum","","tuberosi",NA,NA,"","","tro-29600334",TRUE,"1.1","Accepted","Solanaceae","Solanum","","tuberosum","","","L.","tro-29600334","Accepted",TRUE,FALSE,FALSE,2023-06-15
"378","Trifolium campestri","Trifolium","","campestri",NA,NA,"","","ild-8057",TRUE,"1.1","Accepted","Leguminosae","Trifolium","","campestre","","","Schreb.","ild-8057","Accepted",TRUE,FALSE,FALSE,2023-06-15
"379","Allium ursini","Allium","","ursini",NA,NA,"","","kew-296893",TRUE,"1.1","Accepted","Amaryllidaceae","Allium","","ursinum","","","L.","kew-296893","Accepted",TRUE,FALSE,FALSE,2023-06-15
"380","Rubus saxatilis","Rubus","","saxatilis",NA,NA,"","","rjp-7",TRUE,"1.1","Accepted","Rosaceae","Rubus","","saxatilis","","","L.","rjp-7","Accepted",FALSE,FALSE,FALSE,2023-06-15
"381","Rubus saxatilis","Rubus","","saxatilis",NA,NA,"","","rjp-7",TRUE,"1.1","Accepted","Rosaceae","Rubus","","saxatilis","","","L.","rjp-7","Accepted",FALSE,FALSE,FALSE,2023-06-15
"382","Rubus villosi","Rubus","","villosi",NA,NA,"","","rjp-20632",TRUE,"1.1","Synonym","Rosaceae","Rubus","","corchorifolius","","","L.f.","rjp-7990","Accepted",TRUE,FALSE,FALSE,2023-06-15
"383","Vaccinium vitis-idaea","Vaccinium","","vitis-idaea",NA,NA,"","","kew-2457314",TRUE,"1.1","Accepted","Ericaceae","Vaccinium","","vitis-idaea","","","L.","kew-2457314","Accepted",FALSE,FALSE,FALSE,2023-06-15
"384","Cornus sanguineae","Cornus","","sanguineae",NA,NA,"","","kew-47495",TRUE,"1.1","Accepted","Cornaceae","Cornus","","sanguinea","","","L.","kew-47495","Accepted",TRUE,FALSE,FALSE,2023-06-15
"385","Acer rubri","Acer","","rubri",NA,NA,"","","kew-2616329",TRUE,"1.1","Accepted","Sapindaceae","Acer","","rubrum","","","L.","kew-2616329","Accepted",TRUE,FALSE,FALSE,2023-06-15
"386","Viburnum acerifolii","Viburnum","","acerifolii",NA,NA,"","","tro-6000333",TRUE,"1.1","Accepted","Adoxaceae","Viburnum","","acerifolium","","","L.","tro-6000333","Accepted",TRUE,FALSE,FALSE,2023-06-15
"387","Gelsemium sempervirens","Gelsemium","","sempervirens",NA,NA,"","","kew-2818735",TRUE,"1.1","Accepted","Gelsemiaceae","Gelsemium","","sempervirens","","","(L.) J.St.-Hil.","kew-2818735","Accepted",FALSE,FALSE,FALSE,2023-06-15
"388","Ilex glabra","Ilex","","glabra",NA,NA,"","","tro-2000077",TRUE,"1.1","Accepted","Aquifoliaceae","Ilex","","glabra","","","(L.) A. Gray","tro-2000077","Accepted",FALSE,FALSE,FALSE,2023-06-15
"389","Ilex glabrae","Ilex","","glabrae",NA,NA,"","","tro-2000077",TRUE,"1.1","Accepted","Aquifoliaceae","Ilex","","glabra","","","(L.) A. Gray","tro-2000077","Accepted",TRUE,FALSE,FALSE,2023-06-15
"390","Pinus strobi","Pinus","","strobi",NA,NA,"","","kew-2562165",TRUE,"1.1","Accepted","Pinaceae","Pinus","","strobus","","","L.","kew-2562165","Accepted",TRUE,FALSE,FALSE,2023-06-15
"391","Pinus sylvestris","Pinus","","sylvestris",NA,NA,"","","kew-2562297",TRUE,"1.1","Accepted","Pinaceae","Pinus","","sylvestris","","","L.","kew-2562297","Accepted",FALSE,FALSE,FALSE,2023-06-15
"392","Salex triandrae","Salex","","triandrae",NA,NA,"","","kew-5002239",TRUE,"1.1","Accepted","Salicaceae","Salix","","triandra","","","L.","kew-5002239","Accepted",TRUE,FALSE,FALSE,2023-06-15
"393","Desmodium nudiflora","Desmodium","","nudiflora",NA,NA,"","","ild-16779",TRUE,"1.1","Accepted","Leguminosae","Desmodium","","nudiflorum","","","(L.) DC.","ild-16779","Accepted",TRUE,FALSE,FALSE,2023-06-15
"394","Solanum umbellati","Solanum","","umbellati",NA,NA,"","","tro-29603065",TRUE,"1.1","Accepted","Solanaceae","Solanum","","umbellatum","","","Mill.","tro-29603065","Accepted",TRUE,FALSE,FALSE,2023-06-15
"395","Rhus copallina","Rhus","","copallina",NA,NA,"","","tro-1300249",TRUE,"1.1","Accepted","Anacardiaceae","Rhus","","copallinum","","","L.","tro-1300249","Accepted",TRUE,FALSE,FALSE,2023-06-15
"396","Dipsacus sylvestris","Dipsacus","","sylvestris",NA,NA,"","","kew-2771896",TRUE,"1.1","Synonym","Caprifoliaceae","Dipsacus","","fullonum","","","L.","kew-2771857","Accepted",FALSE,FALSE,FALSE,2023-06-15
"397","Dipsacus silvestris","Dipsacus","","silvestris",NA,NA,"","","kew-2771896",TRUE,"1.1","Synonym","Caprifoliaceae","Dipsacus","","fullonum","","","L.","kew-2771857","Accepted",TRUE,FALSE,FALSE,2023-06-15
"398","Ziziphus jujuba","Ziziphus","","jujuba",NA,NA,"","","kew-2470699",TRUE,"1.1","Accepted","Rhamnaceae","Ziziphus","","jujuba","","","Mill.","kew-2470699","Accepted",FALSE,FALSE,FALSE,2023-06-15
"399","Lupinus diffusi","Lupinus","","diffusi",NA,NA,"","","ild-14467",TRUE,"1.1","Accepted","Leguminosae","Lupinus","","diffusus","","","Nutt.","ild-14467","Accepted",TRUE,FALSE,FALSE,2023-06-15
"400","Carex laxiflorae","Carex","","laxiflorae",NA,NA,"","","kew-227988",TRUE,"1.1","Accepted","Cyperaceae","Carex","","laxiflora","","","Lam.","kew-227988","Accepted",TRUE,FALSE,FALSE,2023-06-15
"401","Rorippa hispida","Rorippa","","hispida",NA,NA,"","","tro-4102453",TRUE,"1.1","Synonym","Brassicaceae","Rorippa","","palustris","","","(L.) Besser","kew-2417173","Accepted",FALSE,FALSE,FALSE,2023-06-15
"402","Penstemon grandiflorus","Penstemon","","grandiflorus",NA,NA,"","","kew-2553446",TRUE,"1.1","Accepted","Plantaginaceae","Penstemon","","grandiflorus","","","Nutt.","kew-2553446","Accepted",FALSE,FALSE,FALSE,2023-06-15
"403","Polygonum acris","Polygonum","","acris",NA,NA,"","","kew-2574442",TRUE,"1.1","Unresolved","Polygonaceae","Polygonum","","crispum","","","Hornem.","kew-2574442","Unresolved",TRUE,FALSE,FALSE,2023-06-15
"404","Teucrium canadensis","Teucrium","","canadensis",NA,NA,"","","kew-202732",TRUE,"1.1","Accepted","Lamiaceae","Teucrium","","canadense","","","L.","kew-202732","Accepted",TRUE,FALSE,FALSE,2023-06-15
"405","Rhamnus cathartica","Rhamnus","","cathartica",NA,NA,"","","kew-2523018",TRUE,"1.1","Accepted","Rhamnaceae","Rhamnus","","cathartica","","","L.","kew-2523018","Accepted",FALSE,FALSE,FALSE,2023-06-15
"406","Rhus aromaticae","Rhus","","aromaticae",NA,NA,"","","tro-1300694",TRUE,"1.1","Accepted","Anacardiaceae","Rhus","","aromatica","","","Aiton","tro-1300694","Accepted",TRUE,FALSE,FALSE,2023-06-15
"407","Sambucus canadensis","Sambucus","","canadensis",NA,NA,"","","kew-2486578",TRUE,"1.1","Accepted","Adoxaceae","Sambucus","","canadensis","","","L.","kew-2486578","Accepted",FALSE,FALSE,FALSE,2023-06-15
"408","Rhus toxicodendri","Rhus","","toxicodendri",NA,NA,"","","kew-2423533",TRUE,"1.1","Unresolved","Anacardiaceae","Rhus","","toxicodendra","","","St.-Lag.","kew-2423533","Unresolved",TRUE,FALSE,FALSE,2023-06-15
"409","Penstemon brandegei","Penstemon","","brandegei",NA,NA,"","","kew-2550721",TRUE,"1.1","Accepted","Plantaginaceae","Penstemon","","brandegeei","","","(Porter) Rydb.","kew-2550721","Accepted",TRUE,FALSE,FALSE,2023-06-15
"410","Scirpus grossi","Scirpus","","grossi",NA,NA,"","","kew-264199",TRUE,"1.1","Synonym","Cyperaceae","Actinoscirpus","","grossus","","","(L.f.) Goetgh. & D.A.Simpson","kew-217752","Accepted",TRUE,FALSE,FALSE,2023-06-15
"411","Vaccinium corymbosi","Vaccinium","","corymbosi",NA,NA,"","","kew-2458789",TRUE,"1.1","Accepted","Ericaceae","Vaccinium","","corymbosum","","","L.","kew-2458789","Accepted",TRUE,FALSE,FALSE,2023-06-15
"412","Solanum erythrotrichi","Solanum","","erythrotrichi",NA,NA,"","","tro-29601415",TRUE,"1.1","Accepted","Solanaceae","Solanum","","erythrotrichum","","","Fernald","tro-29601415","Accepted",TRUE,FALSE,FALSE,2023-06-15
"413","Carex breviculmis","Carex","","breviculmis",NA,NA,"","","kew-225095",TRUE,"1.1","Accepted","Cyperaceae","Carex","","breviculmis","","","R.Br.","kew-225095","Accepted",FALSE,FALSE,FALSE,2023-06-15
"414","Salex nigrae","Salex","","nigrae",NA,NA,"","","kew-5002754",TRUE,"1.1","Accepted","Salicaceae","Salix","","nigra","","","Marshall","kew-5002754","Accepted",TRUE,FALSE,FALSE,2023-06-15
"415","Eupatorium macrophylli","Eupatorium","","macrophylli",NA,NA,"","","gcc-143335",TRUE,"1.1","Synonym","Compositae","Hebeclinium","","macrophyllum","","","(L.) DC.","gcc-41947","Accepted",TRUE,FALSE,FALSE,2023-06-15
"416","Senecio vulgaris","Senecio","","vulgaris",NA,NA,"","","gcc-110983",TRUE,"1.1","Accepted","Compositae","Senecio","","vulgaris","","","L.","gcc-110983","Accepted",FALSE,FALSE,FALSE,2023-06-15
"417","Sonchus arvensis","Sonchus","","arvensis",NA,NA,"","","gcc-48853",TRUE,"1.1","Accepted","Compositae","Sonchus","","arvensis","","","L.","gcc-48853","Accepted",FALSE,FALSE,FALSE,2023-06-15
"418","Ulmus campestris","Ulmus","","campestris",NA,NA,"","","kew-2449940",TRUE,"1.1","Synonym","Ulmaceae","Ulmus","","glabra","","","Huds.","kew-2448690","Accepted",FALSE,FALSE,FALSE,2023-06-15
"419","Agropyron repens","Agropyron","","repens",NA,NA,"","","kew-388761",TRUE,"1.1","Synonym","Poaceae","Elymus","","repens","","","(L.) Gould","kew-411505","Accepted",FALSE,FALSE,FALSE,2023-06-15
"420","Rubus idaea","Rubus","","idaea",NA,NA,"","","rjp-310",TRUE,"1.1","Accepted","Rosaceae","Rubus","","idaeus","","","L.","rjp-310","Accepted",TRUE,FALSE,FALSE,2023-06-15
"421","Laurus aestivalis","Laurus","","aestivalis",NA,NA,"","","tro-17805606",TRUE,"1.1","Synonym","Lauraceae","Litsea","","aestivalis","","","(L.) Fernald","tro-17802855","Accepted",FALSE,FALSE,FALSE,2023-06-15
"422","Laurus aestivalis","Laurus","","aestivalis",NA,NA,"","","tro-17805606",TRUE,"1.1","Synonym","Lauraceae","Litsea","","aestivalis","","","(L.) Fernald","tro-17802855","Accepted",FALSE,FALSE,FALSE,2023-06-15
"423","Populus tremulae","Populus","","tremulae",NA,NA,"","","kew-5000217",TRUE,"1.1","Accepted","Salicaceae","Populus","","tremula","","","L.","kew-5000217","Accepted",TRUE,FALSE,FALSE,2023-06-15
"424","Vaccinium arborei","Vaccinium","","arborei",NA,NA,"","","tro-12302743",TRUE,"1.1","Accepted","Ericaceae","Vaccinium","","arboreum","","","Marshall","tro-12302743","Accepted",TRUE,FALSE,FALSE,2023-06-15
"425","Ziziphus rugosa","Ziziphus","","rugosa",NA,NA,"","","tro-27500023",TRUE,"1.1","Accepted","Rhamnaceae","Ziziphus","","rugosa","","","Lam.","tro-27500023","Accepted",FALSE,FALSE,FALSE,2023-06-15
"426","Pteridium aquilina","Pteridium","","aquilina",NA,NA,"","","tro-26600295",TRUE,"1.1","Accepted","Dennstaedtiaceae","Pteridium","","aquilinum","","","(L.) Kuhn","tro-26600295","Accepted",TRUE,FALSE,FALSE,2023-06-15
"427","Alnus incanae","Alnus","","incanae",NA,NA,"","","kew-6417",TRUE,"1.1","Accepted","Betulaceae","Alnus","","incana","","","(L.) Moench","kew-6417","Accepted",TRUE,FALSE,FALSE,2023-06-15
"428","Pinus australis","Pinus","","australis",NA,NA,"","","kew-2563163",TRUE,"1.1","Synonym","Pinaceae","Pinus","","palustris","","","Mill.","kew-2562456","Accepted",FALSE,FALSE,FALSE,2023-06-15
"429","Populus pyramidalis","Populus","","pyramidalis",NA,NA,"","","kew-5004594",TRUE,"1.1","Synonym","Salicaceae","Populus","","nigra","","","L.","kew-5000337","Accepted",FALSE,FALSE,FALSE,2023-06-15
"430","Cytisum laburni","Cytisum","","laburni",NA,NA,"","","ild-9844",TRUE,"1.1","Synonym","Leguminosae","Laburnum","","anagyroides","","","Medik.","ild-8863","Accepted",TRUE,FALSE,FALSE,2023-06-15
"431","Euonymus europaei","Euonymus","","europaei",NA,NA,"","","kew-2803293",TRUE,"1.1","Accepted","Celastraceae","Euonymus","","europaeus","","","L.","kew-2803293","Accepted",TRUE,FALSE,FALSE,2023-06-15
"432","Prunus padi","Prunus","","padi",NA,NA,"","","rjp-45",TRUE,"1.1","Accepted","Rosaceae","Prunus","","padus","","","L.","rjp-45","Accepted",TRUE,FALSE,FALSE,2023-06-15
"433","Alnus serrulatae","Alnus","","serrulatae",NA,NA,"","","kew-6598",TRUE,"1.1","Accepted","Betulaceae","Alnus","","serrulata","","","(Aiton) Willd.","kew-6598","Accepted",TRUE,FALSE,FALSE,2023-06-15
"434","Agrostis stoloniferae","Agrostis","","stoloniferae",NA,NA,"","","kew-390383",TRUE,"1.1","Accepted","Poaceae","Agrostis","","stolonifera","","","L.","kew-390383","Accepted",TRUE,FALSE,FALSE,2023-06-15
"435","Pyrus communis","Pyrus","","communis",NA,NA,"","","rjp-63",TRUE,"1.1","Accepted","Rosaceae","Pyrus","","communis","","","L.","rjp-63","Accepted",FALSE,FALSE,FALSE,2023-06-15
"436","Lupinus arborei","Lupinus","","arborei",NA,NA,"","","ild-8905",TRUE,"1.1","Accepted","Leguminosae","Lupinus","","arboreus","","","Sims","ild-8905","Accepted",TRUE,FALSE,FALSE,2023-06-15
"437","Carpinum betuli","Carpinum","","betuli",NA,NA,"","","kew-34291",TRUE,"1.1","Accepted","Betulaceae","Carpinus","","betulus","","","L.","kew-34291","Accepted",TRUE,FALSE,FALSE,2023-06-15
"438","Prunus spinosae","Prunus","","spinosae",NA,NA,"","","rjp-43",TRUE,"1.1","Accepted","Rosaceae","Prunus","","spinosa","","","L.","rjp-43","Accepted",TRUE,FALSE,FALSE,2023-06-15
"439","Acer pseudoplatani","Acer","","pseudoplatani",NA,NA,"","","kew-2616276",TRUE,"1.1","Accepted","Sapindaceae","Acer","","pseudoplatanus","","","L.","kew-2616276","Accepted",TRUE,FALSE,FALSE,2023-06-15
"440","Acer nigri","Acer","","nigri",NA,NA,"","","kew-2616060",TRUE,"1.1","Synonym","Sapindaceae","Acer","","saccharum","subsp.","nigrum","(F.Michx.) Desmarais","kew-2616409","Accepted",TRUE,FALSE,FALSE,2023-06-15
"441","Rubus caesii","Rubus","","caesii",NA,NA,"","","rjp-8",TRUE,"1.1","Accepted","Rosaceae","Rubus","","caesius","","","L.","rjp-8","Accepted",TRUE,FALSE,FALSE,2023-06-15
"442","Fagus sylvatici","Fagus","","sylvatici",NA,NA,"","","kew-83891",TRUE,"1.1","Accepted","Fagaceae","Fagus","","sylvatica","","","L.","kew-83891","Accepted",TRUE,FALSE,FALSE,2023-06-15
"443","Humulus lupuli","Humulus","","lupuli",NA,NA,"","","kew-2855039",TRUE,"1.1","Accepted","Cannabaceae","Humulus","","lupulus","","","L.","kew-2855039","Accepted",TRUE,FALSE,FALSE,2023-06-15
"444","Sambucus ebuli","Sambucus","","ebuli",NA,NA,"","","kew-2486632",TRUE,"1.1","Accepted","Adoxaceae","Sambucus","","ebulus","","","L.","kew-2486632","Accepted",TRUE,FALSE,FALSE,2023-06-15
"445","Salex nuttallii","Salex","","nuttallii",NA,NA,"","","tro-50293665",TRUE,"1.1","Synonym","Salicaceae","Salix","","scouleriana","","","Barratt ex Hook.","kew-5003339","Accepted",TRUE,FALSE,FALSE,2023-06-15
"446","Trifolium pratensis","Trifolium","","pratensis",NA,NA,"","","ild-8127",TRUE,"1.1","Accepted","Leguminosae","Trifolium","","pratense","","","L.","ild-8127","Accepted",TRUE,FALSE,FALSE,2023-06-15
"447","Clerodendrum quadriloculare","Clerodendrum","","quadriloculare",NA,NA,"","","kew-42982",TRUE,"1.1","Accepted","Lamiaceae","Clerodendrum","","quadriloculare","","","(Blanco) Merr.","kew-42982","Accepted",FALSE,FALSE,FALSE,2023-06-15
"448","Lathyrus silvestris","Lathyrus","","silvestris",NA,NA,"","","ild-55495",TRUE,"1.1","Synonym","Leguminosae","Lathyrus","","sylvestris","","","L.","ild-8886","Accepted",FALSE,FALSE,FALSE,2023-06-15
"449","Solanum triflori","Solanum","","triflori",NA,NA,"","","tro-29600148",TRUE,"1.1","Accepted","Solanaceae","Solanum","","triflorum","","","Nutt.","tro-29600148","Accepted",TRUE,FALSE,FALSE,2023-06-15
"450","Symphytum officinalis","Symphytum","","officinalis",NA,NA,"","","kew-2475636",TRUE,"1.1","Accepted","Boraginaceae","Symphytum","","officinale","","","L.","kew-2475636","Accepted",TRUE,FALSE,FALSE,2023-06-15
"451","Fagus sylvatica","Fagus","","sylvatica",NA,NA,"","","kew-83891",TRUE,"1.1","Accepted","Fagaceae","Fagus","","sylvatica","","","L.","kew-83891","Accepted",FALSE,FALSE,FALSE,2023-06-15
"452","Fagus sylvaticae","Fagus","","sylvaticae",NA,NA,"","","kew-83891",TRUE,"1.1","Accepted","Fagaceae","Fagus","","sylvatica","","","L.","kew-83891","Accepted",TRUE,FALSE,FALSE,2023-06-15
"453","Juglans nigrae","Juglans","","nigrae",NA,NA,"","","kew-2331834",TRUE,"1.1","Accepted","Juglandaceae","Juglans","","nigra","","","L.","kew-2331834","Accepted",TRUE,FALSE,FALSE,2023-06-15
"454","Baccharis emoryi","Baccharis","","emoryi",NA,NA,"","","gcc-107950",TRUE,"1.1","Synonym","Compositae","Baccharis","","salicina","","","Torr. & A.Gray","gcc-30650","Accepted",FALSE,FALSE,FALSE,2023-06-15
"455","Baccharis pilularis","Baccharis","","pilularis",NA,NA,"","","gcc-4120",TRUE,"1.1","Accepted","Compositae","Baccharis","","pilularis","","","DC.","gcc-4120","Accepted",FALSE,FALSE,FALSE,2023-06-15
"456","Lupinus perennis","Lupinus","","perennis",NA,NA,"","","ild-8907",TRUE,"1.1","Accepted","Leguminosae","Lupinus","","perennis","","","L.","ild-8907","Accepted",FALSE,FALSE,FALSE,2023-06-15
"457","Trifolium filiformis","Trifolium","","filiformis",NA,NA,"","","ild-8076",TRUE,"1.1","Synonym","Leguminosae","Trifolium","","micranthum","","","Viv.","ild-8077","Accepted",TRUE,FALSE,FALSE,2023-06-15
"458","Viburnum prunifolii","Viburnum","","prunifolii",NA,NA,"","","tro-6000185",TRUE,"1.1","Accepted","Adoxaceae","Viburnum","","prunifolium","","","L.","tro-6000185","Accepted",TRUE,FALSE,FALSE,2023-06-15
"459","Salex capreae","Salex","","capreae",NA,NA,"","","kew-5001859",TRUE,"1.1","Accepted","Salicaceae","Salix","","caprea","","","L.","kew-5001859","Accepted",TRUE,FALSE,FALSE,2023-06-15
"460","Pinus sylvestris","Pinus","","sylvestris",NA,NA,"","","kew-2562297",TRUE,"1.1","Accepted","Pinaceae","Pinus","","sylvestris","","","L.","kew-2562297","Accepted",FALSE,FALSE,FALSE,2023-06-15
"461","Alnus glutinosae","Alnus","","glutinosae",NA,NA,"","","kew-6364",TRUE,"1.1","Accepted","Betulaceae","Alnus","","glutinosa","","","(L.) Gaertn.","kew-6364","Accepted",TRUE,FALSE,FALSE,2023-06-15
"462","Populus tremulae","Populus","","tremulae",NA,NA,"","","kew-5000217",TRUE,"1.1","Accepted","Salicaceae","Populus","","tremula","","","L.","kew-5000217","Accepted",TRUE,FALSE,FALSE,2023-06-15
"463","Crataegus oxyacanthae","Crataegus","","oxyacanthae",NA,NA,"","","rjp-10711",TRUE,"1.1","Synonym","Rosaceae","Crataegus","×","polyacantha","","","Jan","rjp-9747","Accepted",TRUE,FALSE,FALSE,2023-06-15
"464","Crataegus oxyacanthae","Crataegus","","oxyacanthae",NA,NA,"","","rjp-10711",TRUE,"1.1","Synonym","Rosaceae","Crataegus","×","polyacantha","","","Jan","rjp-9747","Accepted",TRUE,FALSE,FALSE,2023-06-15
"465","Prunus padi","Prunus","","padi",NA,NA,"","","rjp-45",TRUE,"1.1","Accepted","Rosaceae","Prunus","","padus","","","L.","rjp-45","Accepted",TRUE,FALSE,FALSE,2023-06-15
"466","Prunus domesticae","Prunus","","domesticae",NA,NA,"","","rjp-1123",TRUE,"1.1","Accepted","Rosaceae","Prunus","","domestica","","","L.","rjp-1123","Accepted",TRUE,FALSE,FALSE,2023-06-15
"467","Prunus persicae","Prunus","","persicae",NA,NA,"","","rjp-376",TRUE,"1.1","Accepted","Rosaceae","Prunus","","persica","","","(L.) Batsch","rjp-376","Accepted",TRUE,FALSE,FALSE,2023-06-15
"468","Nerium oleanderi","Nerium","","oleanderi",NA,NA,"","","kew-135196",TRUE,"1.1","Accepted","Apocynaceae","Nerium","","oleander","","","L.","kew-135196","Accepted",TRUE,FALSE,FALSE,2023-06-15
"469","Calamogrostis arenariae","Calamogrostis","","arenariae",NA,NA,"","","kew-402386",TRUE,"1.1","Synonym","Poaceae","Ammophila","","arenaria","","","(L.) Link","kew-391622","Accepted",TRUE,FALSE,FALSE,2023-06-15
"470","Crataegus pyracanthae","Crataegus","","pyracanthae",NA,NA,"","","rjp-17116",TRUE,"1.1","Synonym","Rosaceae","Pyracantha","","crenulata","","","(Roxb. ex D.Don) M.Roem.","rjp-1129","Accepted",TRUE,FALSE,FALSE,2023-06-15
"471","Carpinum americanae","Carpinum","","americanae",NA,NA,"","","tro-3600472",TRUE,"1.1","Accepted","Betulaceae","Carpinus","","americana","","","Michx.","tro-3600472","Accepted",TRUE,FALSE,FALSE,2023-06-15
"472","Acer saccharini","Acer","","saccharini",NA,NA,"","","kew-2616367",TRUE,"1.1","Accepted","Sapindaceae","Acer","","saccharinum","","","L.","kew-2616367","Accepted",TRUE,FALSE,FALSE,2023-06-15
"473","Pteridium aquilinum","Pteridium","","aquilinum",NA,NA,"","","tro-26600295",TRUE,"1.1","Accepted","Dennstaedtiaceae","Pteridium","","aquilinum","","","(L.) Kuhn","tro-26600295","Accepted",FALSE,FALSE,FALSE,2023-06-15
"474","Carex pilosae","Carex","","pilosae",NA,NA,"","","kew-229757",TRUE,"1.1","Accepted","Cyperaceae","Carex","","pilosa","","","Scop.","kew-229757","Accepted",TRUE,FALSE,FALSE,2023-06-15
"475","Crataegus monogynae","Crataegus","","monogynae",NA,NA,"","","rjp-49",TRUE,"1.1","Accepted","Rosaceae","Crataegus","","monogyna","","","Jacq.","rjp-49","Accepted",TRUE,FALSE,FALSE,2023-06-15
"476","Smilax glauca","Smilax","","glauca",NA,NA,"","","kew-289270",TRUE,"1.1","Accepted","Smilacaceae","Smilax","","glauca","","","Walter","kew-289270","Accepted",FALSE,FALSE,FALSE,2023-06-15
"477","Smilax glaucae","Smilax","","glaucae",NA,NA,"","","kew-289270",TRUE,"1.1","Accepted","Smilacaceae","Smilax","","glauca","","","Walter","kew-289270","Accepted",TRUE,FALSE,FALSE,2023-06-15
"478","Iris versicolor","Iris","","versicolor",NA,NA,"","","kew-322551",TRUE,"1.1","Accepted","Iridaceae","Iris","","versicolor","","","L.","kew-322551","Accepted",FALSE,FALSE,FALSE,2023-06-15
"479","Allium scorodoprasi","Allium","","scorodoprasi",NA,NA,"","","kew-296553",TRUE,"1.1","Accepted","Amaryllidaceae","Allium","","scorodoprasum","","","L.","kew-296553","Accepted",TRUE,FALSE,FALSE,2023-06-15
