,X,all.hits.sp.Mycop.entry,all.hits.sp.Mycop.plant,id,institutionCode,collectionCode,occurrenceID,basisOfRecord,scientificName,genus,taxonID,taxonRank,occurrenceRemarks,habitat,associatedOccurrences,associatedTaxa,substrate,recordId,country,db,match.number,match.name,new.ID,namecheck.db,score
3365,220506,220506,Pinus elliotti,2329796,ARIZ,,0489983d-5457-476f-b265-7d8b90eaf350,PreservedSpecimen,Xylodon sambuci,Xylodon,564442,Species,,NA,NA,on Pinus elliottii Engelm.,NA,urn:uuid:0489983d-5457-476f-b265-7d8b90eaf350,USA,Mycoportal.db,19,Pinus elliottii Engelm.,kew-2562078,The.plant.list,NA
242,205030,205030,Pinus engelmanni,2990941,ARIZ,,d55552d4-0fb3-4278-995a-55793102e09e,PreservedSpecimen,Botryobasidium,Botryobasidium,7860,Genus,,NA,NA,on Pinus engelmannii Carrière,NA,urn:uuid:d55552d4-0fb3-4278-995a-55793102e09e,USA,Mycoportal.db,41,Pinus engelmannii Carrière,kew-2562081,The.plant.list,NA
244,205434,205434,Pinus engelmanni,2990537,ARIZ,,4236f17c-43be-4c6e-9b56-9afe5ecae16a,PreservedSpecimen,Botryobasidium subcoronatum,Botryobasidium,117350,Species,,NA,NA,on Pinus engelmannii Carrière,NA,urn:uuid:4236f17c-43be-4c6e-9b56-9afe5ecae16a,USA,Mycoportal.db,41,Pinus engelmannii Carrière,kew-2562081,The.plant.list,NA
245,205293,205293,Pinus engelmanni,2990678,ARIZ,,ef529adc-f9fd-4df9-ad6c-163473e53c70,PreservedSpecimen,Botryobasidium vagum,Botryobasidium,117355,Species,,NA,NA,on Pinus engelmannii Carrière,NA,urn:uuid:ef529adc-f9fd-4df9-ad6c-163473e53c70,USA,Mycoportal.db,41,Pinus engelmannii Carrière,kew-2562081,The.plant.list,NA
255,227163,227163,Pinus engelmanni,2323086,ARIZ,,a061cb56-7ed2-4c56-96ae-febdafc9d512,PreservedSpecimen,Byssocorticium neomexicanum,Byssocorticium,120807,Species,,NA,NA,on Pinus engelmannii Carrière,NA,urn:uuid:a061cb56-7ed2-4c56-96ae-febdafc9d512,USA,Mycoportal.db,41,Pinus engelmannii Carrière,kew-2562081,The.plant.list,NA
508,226530,226530,Pinus engelmanni,2323726,ARIZ,,f34763df-28dd-408c-99e5-b9663ec516d1,PreservedSpecimen,Cinereomyces lindbladii,Cinereomyces,139329,Species,,NA,NA,on Pinus engelmannii Carrière,NA,urn:uuid:f34763df-28dd-408c-99e5-b9663ec516d1,USA,Mycoportal.db,41,Pinus engelmannii Carrière,kew-2562081,The.plant.list,NA
509,226534,226534,Pinus engelmanni,2323722,ARIZ,,cc2bd10d-f0f4-4d4b-b56d-b3cde55b7ca6,PreservedSpecimen,Cinereomyces lindbladii,Cinereomyces,139329,Species,,NA,NA,on Pinus engelmannii Carrière (Apache pine),NA,urn:uuid:cc2bd10d-f0f4-4d4b-b56d-b3cde55b7ca6,USA,Mycoportal.db,41,Pinus engelmannii Carrière,kew-2562081,The.plant.list,NA
590,230505,230505,Pinus engelmanni,2319727,ARIZ,,c88a96b4-05f4-4799-9372-c269f5d69080,PreservedSpecimen,Coniophora puteana,Coniophora,149005,Species,,NA,NA,on Pinus engelmannii Carrière,NA,urn:uuid:c88a96b4-05f4-4799-9372-c269f5d69080,USA,Mycoportal.db,41,Pinus engelmannii Carrière,kew-2562081,The.plant.list,NA
706,207091,207091,Pinus engelmanni,2743190,ARIZ,,de2d051b-59c2-4fe9-b409-2df527e0874c,PreservedSpecimen,Dacrymyces chrysospermus,Dacrymyces,163638,Species,,NA,NA,on Pinus engelmannii Carrière,NA,urn:uuid:de2d051b-59c2-4fe9-b409-2df527e0874c,USA,Mycoportal.db,41,Pinus engelmannii Carrière,kew-2562081,The.plant.list,NA
707,207092,207092,Pinus engelmanni,2743189,ARIZ,,69067dee-d444-4fba-8931-1d2d3b77919d,PreservedSpecimen,Dacrymyces chrysospermus,Dacrymyces,163638,Species,,NA,NA,on Pinus engelmannii Carrière,NA,urn:uuid:69067dee-d444-4fba-8931-1d2d3b77919d,USA,Mycoportal.db,41,Pinus engelmannii Carrière,kew-2562081,The.plant.list,NA
710,230462,230462,Pinus engelmanni,2319770,ARIZ,,a02bff80-cfa5-4579-a52a-a94fe3255542,PreservedSpecimen,Dacryobolus karstenii,Dacryobolus,163769,Species,,NA,NA,on Pinus engelmannii Carrière,NA,urn:uuid:a02bff80-cfa5-4579-a52a-a94fe3255542,USA,Mycoportal.db,41,Pinus engelmannii Carrière,kew-2562081,The.plant.list,NA
782,226651,226651,Pinus engelmanni,2323605,ARIZ,,c309c788-ace7-4d55-9b57-fd68f0307f36,PreservedSpecimen,Dichomitus squalens,Dichomitus,170606,Species,,NA,NA,on Pinus engelmannii Carrière,NA,urn:uuid:c309c788-ace7-4d55-9b57-fd68f0307f36,USA,Mycoportal.db,41,Pinus engelmannii Carrière,kew-2562081,The.plant.list,NA
990,226210,226210,Pinus engelmanni,2324049,ARIZ,,b71a24cc-b583-4550-8d39-b4f8679581a2,PreservedSpecimen,Fibroporia radiculosa,Fibroporia,183418,Species,,NA,NA,on Pinus engelmannii Carrière,NA,urn:uuid:b71a24cc-b583-4550-8d39-b4f8679581a2,USA,Mycoportal.db,41,Pinus engelmannii Carrière,kew-2562081,The.plant.list,NA
991,221774,221774,Pinus engelmanni,2328526,ARIZ,,33c08e20-de41-41cf-88ae-1e171b5f9166,PreservedSpecimen,Fibroporia vaillantii,Fibroporia,183419,Species,,NA,NA,on Pinus engelmannii Carrière,NA,urn:uuid:33c08e20-de41-41cf-88ae-1e171b5f9166,USA,Mycoportal.db,41,Pinus engelmannii Carrière,kew-2562081,The.plant.list,NA
1043,221391,221391,Pinus engelmanni,2328910,ARIZ,,313e798b-dd26-4cda-8839-66a56d90390d,PreservedSpecimen,Gloeoporus ambiguus,Gloeoporus,227391,Species,,NA,NA,on Pinus engelmannii Carrière,NA,urn:uuid:313e798b-dd26-4cda-8839-66a56d90390d,USA,Mycoportal.db,41,Pinus engelmannii Carrière,kew-2562081,The.plant.list,NA
1044,221392,221392,Pinus engelmanni,2328909,ARIZ,,286bbfa2-2c39-4124-8f0a-ea17bd38f783,PreservedSpecimen,Gloeoporus ambiguus,Gloeoporus,227391,Species,,NA,NA,on Pinus engelmannii Carrière,NA,urn:uuid:286bbfa2-2c39-4124-8f0a-ea17bd38f783,USA,Mycoportal.db,41,Pinus engelmannii Carrière,kew-2562081,The.plant.list,NA
1195,230189,230189,Pinus engelmanni,2320045,ARIZ,,10757f45-fd63-4b07-b553-28dcbde72d00,PreservedSpecimen,Hyphoderma definitum,Hyphoderma,184332,Species,,NA,NA,on Pinus engelmannii Carrière,NA,urn:uuid:10757f45-fd63-4b07-b553-28dcbde72d00,USA,Mycoportal.db,41,Pinus engelmannii Carrière,kew-2562081,The.plant.list,NA
1196,230191,230191,Pinus engelmanni,2320043,ARIZ,,0a1574e1-29b0-4cc9-b94c-c8078d355e49,PreservedSpecimen,Hyphoderma definitum,Hyphoderma,184332,Species,,NA,NA,on Pinus engelmannii Carrière,NA,urn:uuid:0a1574e1-29b0-4cc9-b94c-c8078d355e49,USA,Mycoportal.db,41,Pinus engelmannii Carrière,kew-2562081,The.plant.list,NA
1211,218888,218888,Pinus engelmanni,2331417,ARIZ,,c9216a0e-74a8-4517-8e28-e9041053b301,PreservedSpecimen,Hyphodontia,Hyphodontia,8894,Genus,,NA,NA,on Pinus engelmanni Carrière,NA,urn:uuid:c9216a0e-74a8-4517-8e28-e9041053b301,USA,Mycoportal.db,41,Pinus engelmannii Carrière,kew-2562081,The.plant.list,NA
1220,229515,229515,Pinus engelmanni,2320721,ARIZ,,214bc9f8-bc5e-4f0b-9680-d8300dccdc83,PreservedSpecimen,Hyphodontia papillosa,Hyphodontia,246653,Species,,NA,NA,on Pinus engelmannii Carrière,NA,urn:uuid:214bc9f8-bc5e-4f0b-9680-d8300dccdc83,USA,Mycoportal.db,41,Pinus engelmannii Carrière,kew-2562081,The.plant.list,NA
1224,218912,218912,Pinus engelmanni,2331393,ARIZ,,ebda37d7-f191-491d-adc3-6cc54dcd2d33,PreservedSpecimen,Hypochnicium,Hypochnicium,15114,Genus,,NA,NA,on Pinus engelmannii Carrière (Apache pine),NA,urn:uuid:ebda37d7-f191-491d-adc3-6cc54dcd2d33,USA,Mycoportal.db,41,Pinus engelmannii Carrière,kew-2562081,The.plant.list,NA
1225,193396,193396,Pinus engelmanni,3218163,ARIZ,,84bcfabb-2f55-4a40-8454-0e65f68981d8,PreservedSpecimen,Hypochnicium bombycinum,Hypochnicium,184379,Species,,NA,NA,on Pinus engelmannii Carrière,NA,urn:uuid:84bcfabb-2f55-4a40-8454-0e65f68981d8,USA,Mycoportal.db,41,Pinus engelmannii Carrière,kew-2562081,The.plant.list,NA
1226,224395,224395,Pinus engelmanni,2325878,ARIZ,,5a732723-ef64-48f3-99ab-a5c2f53ca665,PreservedSpecimen,Hypochnicium bombycinum,Hypochnicium,184379,Species,,NA,NA,on Pinus engelmannii Carrière,NA,urn:uuid:5a732723-ef64-48f3-99ab-a5c2f53ca665,USA,Mycoportal.db,41,Pinus engelmannii Carrière,kew-2562081,The.plant.list,NA
1227,229319,229319,Pinus engelmanni,2320918,ARIZ,,51c37757-b95c-492d-8077-75f8bf8ae04d,PreservedSpecimen,Hypochnicium bombycinum,Hypochnicium,184379,Species,,NA,NA,on Pinus engelmannii Carrière,NA,urn:uuid:51c37757-b95c-492d-8077-75f8bf8ae04d,USA,Mycoportal.db,41,Pinus engelmannii Carrière,kew-2562081,The.plant.list,NA
1336,229036,229036,Pinus engelmanni,2321201,ARIZ,,2dd9fcaa-3021-4ceb-9527-c45470b8c7ae,PreservedSpecimen,Leucogyrophana pseudomollusca,Leucogyrophana,274561,Species,,NA,NA,on Pinus engelmannii Carrière,NA,urn:uuid:2dd9fcaa-3021-4ceb-9527-c45470b8c7ae,USA,Mycoportal.db,41,Pinus engelmannii Carrière,kew-2562081,The.plant.list,NA
1473,206362,206362,Pinus engelmanni,2760845,ARIZ,,0cfa9f3c-c8db-4f6d-bd83-6910677651e4,PreservedSpecimen,Microsebacina fugacissima,Microsebacina,292808,Species,,NA,NA,on Pinus engelmannii Carrière,NA,urn:uuid:0cfa9f3c-c8db-4f6d-bd83-6910677651e4,USA,Mycoportal.db,41,Pinus engelmannii Carrière,kew-2562081,The.plant.list,NA
1665,230099,230099,Pinus engelmanni,2320135,ARIZ,,57858a27-8bf9-419f-92c1-c89114cd3a46,PreservedSpecimen,Peniophorella pallida,Peniophorella,186824,Species,,NA,NA,on Pinus engelmannii Carrière,NA,urn:uuid:57858a27-8bf9-419f-92c1-c89114cd3a46,USA,Mycoportal.db,41,Pinus engelmannii Carrière,kew-2562081,The.plant.list,NA
1963,117779,117779,Pinus engelmanni,3806707,ARIZ,,b8f131fc-9da6-4546-81ce-27d6c0abcdc8,PreservedSpecimen,Pleurotus cornucopiae,Pleurotus,187642,Species,,NA,NA,host: Pinus engelmannii Carriäre,NA,urn:uuid:b8f131fc-9da6-4546-81ce-27d6c0abcdc8,United States,Mycoportal.db,41,Pinus engelmannii Carrière,kew-2562081,The.plant.list,NA
2980,227682,227682,Pinus engelmanni,2322561,ARIZ,,6ddf5f35-8491-4d9b-a463-a4588dd1c797,PreservedSpecimen,Trechispora farinacea,Trechispora,189978,Species,,NA,NA,on Pinus engelmannii Carrière,NA,urn:uuid:6ddf5f35-8491-4d9b-a463-a4588dd1c797,USA,Mycoportal.db,41,Pinus engelmannii Carrière,kew-2562081,The.plant.list,NA
2981,227708,227708,Pinus engelmanni,2322535,ARIZ,,47531ea5-2c04-43ab-baf2-e81650fde4ec,PreservedSpecimen,Trechispora farinacea,Trechispora,189978,Species,,NA,NA,on Pinus engelmannii Carrière,NA,urn:uuid:47531ea5-2c04-43ab-baf2-e81650fde4ec,USA,Mycoportal.db,41,Pinus engelmannii Carrière,kew-2562081,The.plant.list,NA
3016,179212,179212,Pinus engelmanni,3521578,ARIZ,,9955e4de-c253-410e-907d-9eff5fe4ff44,PreservedSpecimen,Tubulicrinis subulatus,Tubulicrinis,441298,Species,,NA,NA,on Pinus engelmannii Carrière,NA,urn:uuid:9955e4de-c253-410e-907d-9eff5fe4ff44,USA,Mycoportal.db,41,Pinus engelmannii Carrière,kew-2562081,The.plant.list,NA
3339,179190,179190,Pinus engelmanni,3521598,ARIZ,,5a423332-cb64-4a86-ba3d-5e531cd05f0d,PreservedSpecimen,Veluticeps berkeleyi,Veluticeps,313897,Species,,NA,NA,on Pinus engelmannii Carrière,NA,urn:uuid:5a423332-cb64-4a86-ba3d-5e531cd05f0d,USA,Mycoportal.db,41,Pinus engelmannii Carrière,kew-2562081,The.plant.list,NA
3340,179222,179222,Pinus engelmanni,3521569,ARIZ,,1fb09dcb-3088-41e4-be16-7c4f778e9e0d,PreservedSpecimen,Veluticeps berkeleyi,Veluticeps,313897,Species,,NA,NA,on Pinus engelmannii Carrière,NA,urn:uuid:1fb09dcb-3088-41e4-be16-7c4f778e9e0d,USA,Mycoportal.db,41,Pinus engelmannii Carrière,kew-2562081,The.plant.list,NA
3341,179600,179600,Pinus engelmanni,3521202,ARIZ,,eb7e3e49-87f0-4d90-bfdf-1a84693182e8,PreservedSpecimen,Veluticeps berkeleyi,Veluticeps,313897,Species,,NA,NA,on Pinus engelmannii Carrière,NA,urn:uuid:eb7e3e49-87f0-4d90-bfdf-1a84693182e8,USA,Mycoportal.db,41,Pinus engelmannii Carrière,kew-2562081,The.plant.list,NA
3357,227577,227577,Pinus engelmanni,2322666,ARIZ,,e9d0b500-f687-4f0a-a366-ad791c0e773a,PreservedSpecimen,Xenasmatella vaga,Xenasmatella,190550,Species,,NA,NA,on Pinus engelmannii Carrière,NA,urn:uuid:e9d0b500-f687-4f0a-a366-ad791c0e773a,USA,Mycoportal.db,41,Pinus engelmannii Carrière,kew-2562081,The.plant.list,NA
2476,84222,84222,Pirola minor,4332448,UC,,5ec5e41f-eb12-41a4-b6f0-7112fec5781a,PreservedSpecimen,Pucciniastrum pyrolae,Pucciniastrum,312666,Species,"Uredineen, 1-2850, plus supplements, P. Sydow, exs #: 1000",NA,NA,host: Pirola minor,NA,urn:uuid:5ec5e41f-eb12-41a4-b6f0-7112fec5781a,,Mycoportal.db,265,Pyrola minor L.,kew-2410543,The.plant.list,NA
2477,105701,105701,Pirola minor,3967615,PH,,c38154c6-4295-4620-be6e-2017b61fc7f3,PreservedSpecimen,Pucciniastrum pyrolae,Pucciniastrum,312666,Species,"Mycotheca Germanica. Herbarium of the University of Pennsylvania; Mycotheca Germanica, 1-3000, H. Sydow and P. Sydow, exs #: 1218",On leaves of Pirola minor,NA,host: Pyrola minor,NA,urn:uuid:c38154c6-4295-4620-be6e-2017b61fc7f3,Germany,Mycoportal.db,265,Pyrola minor L.,kew-2410543,The.plant.list,NA
497,181988,181988,Pirola rotundifolia,3508238,RMS,,2b597e79-22d7-46cb-9547-465a0c4c20b9,PreservedSpecimen,Chrysomyxa pirolae,Chrysomyxa,138550,Species,Verify collector number,NA,NA,host: Pirola rotundifolia,NA,urn:uuid:2b597e79-22d7-46cb-9547-465a0c4c20b9,USA,Mycoportal.db,67,Pyrola rotundifolia L.,kew-2410818,The.plant.list,NA
498,78953,78953,Pirola rotundifolia,4350733,RMS,,de85ebe5-9e05-42d5-8795-5cb2bd3a59eb,PreservedSpecimen,Chrysomyxa pirolae,Chrysomyxa,138550,Species,,On leaves of Pirola rotundifolia,NA,host: Pirola rotundifolia,NA,urn:uuid:de85ebe5-9e05-42d5-8795-5cb2bd3a59eb,United States,Mycoportal.db,67,Pyrola rotundifolia L.,kew-2410818,The.plant.list,NA
499,114419,114419,Pirola rotundifolia,3852130,PH,,728a9a68-9463-4682-befb-c1a51bd37412,PreservedSpecimen,Chrysomyxa pirolae,Chrysomyxa,138550,Species,"Ex Herbarium United States Department of Agriculture, Division of Vegetable Physiology and Pathology.",On Pirola rotundifolia.,NA,NA,NA,urn:uuid:728a9a68-9463-4682-befb-c1a51bd37412,USA,Mycoportal.db,67,Pyrola rotundifolia L.,kew-2410818,The.plant.list,NA
501,149889,149889,Pirola rotundifolia,3670650,UC,,24d853e5-d8c1-40c1-99e3-8274dd3dfcf2,PreservedSpecimen,Chrysomyxa pirolata,Chrysomyxa,138551,Species,"Reliquiae Farlowianae, 1 - 1000, R. Thaxter ; D. Linder, exs #: 214",On leaves,NA,host: Pirola rotundifolia,NA,urn:uuid:24d853e5-d8c1-40c1-99e3-8274dd3dfcf2,USA,Mycoportal.db,67,Pyrola rotundifolia L.,kew-2410818,The.plant.list,NA
2932,42939,42939,Pirola rotundifolia,4790753,RMS,,fa458b84-bcc0-4d92-be92-d3cfac974342,PreservedSpecimen,Thecopsora pirolae,,NA,,,NA,NA,host: Pirola rotundifolia,NA,urn:uuid:fa458b84-bcc0-4d92-be92-d3cfac974342,,Mycoportal.db,67,Pyrola rotundifolia L.,kew-2410818,The.plant.list,NA
2935,155064,155064,Pirola secunda,3646097,MU,,b10b18a5-9a0d-4ccc-8c62-61e04149e74f,PreservedSpecimen,Thekopsora pirolae,Thekopsora,538490,Species,"Fungi Bavarici, Allescher & Schnabl, exs #: 724",On Pirola secunda.,NA,NA,NA,urn:uuid:b10b18a5-9a0d-4ccc-8c62-61e04149e74f,,Mycoportal.db,298,Orthilia secunda (L.) House,kew-2387708,The.plant.list,NA
1377,263264,263264,Pithecolobium latifolium,NA,IRFD,,,HumanObservation,Maravalia,Maravalia,9189,Genus,Mycobank linking number 273314,NA,NA,NA,On Pithecolobium latifolium,urn:uuid:690b59c7-ca6d-48b6-9cfc-924a4091a806,India,Mycoportal.db,150,Zygia latifolia (L.) Fawc. & Rendle,ild-22778,The.plant.list,NA
1378,189489,189489,Pithecolobium latifolium,339913,MICH,Fungi,b8a679aa-4c0a-4d7e-a7d0-11b76ee5e377,PreservedSpecimen,Maravalia pallida,Maravalia,283104,Species,"Reliquiae Farlowianae Thaxter, R. 676 Bot. Gaz. (Crawfordsville) 1922 73: 60.",On Pithecolobium latifolium,NA,NA,NA,urn:uuid:b8a679aa-4c0a-4d7e-a7d0-11b76ee5e377,Trinidad and Tobago,Mycoportal.db,150,Zygia latifolia (L.) Fawc. & Rendle,ild-22778,The.plant.list,NA
1504,139456,139456,Pithecolobium saman,3723461,MICH,Fungi,e619c4a3-e6ae-408b-bcb0-d34e78bb8f75,PreservedSpecimen,Microstroma pithecolobii,Microstroma,293187,Species,,On Pithecolobium saman.,NA,host: Pithecolobium saman,NA,urn:uuid:e619c4a3-e6ae-408b-bcb0-d34e78bb8f75,Costa Rica,Mycoportal.db,162,Albizia saman (Jacq.) Merr.,ild-32292,The.plant.list,NA
2557,79956,79956,Pithecolobium sophorocarpum,4344197,UC,,29bbad87-75d8-4577-91c9-c55fea888b82,PreservedSpecimen,Ravenelia oligotheles,Ravenelia,405659,Species,"Cryptogamic Herbarium, Department of Botany and Plant Pathology, Oklahoma Agriculture and Mech. College, exs #: 65",NA,NA,host: Pithecolobium sophorocarpum,NA,urn:uuid:29bbad87-75d8-4577-91c9-c55fea888b82,Costa Rica,Mycoportal.db,270,Cojoba arborea var. angustifolia (Rusby) Barneby & J.W.Grimes,ild-40612,The.plant.list,NA
1962,141980,141980,Poa cookei,3713993,RMS,,752be468-f04e-49a9-b44a-5a533a2b9697,PreservedSpecimen,Pleospora verhoeffenii,Pleospora,381150,Species,,NA,NA,host: Poa cookei,NA,urn:uuid:752be468-f04e-49a9-b44a-5a533a2b9697,,Mycoportal.db,195,Poa cookii (Hook.f.) Hook.f.,kew-435653,The.plant.list,NA
874,7305,7305,Poae annuae,6064057,ANSP,PH-Type-Fungi,775c4ed5-fc0e-4a86-996c-ffd38b10dce6,PreservedSpecimen,Entyloma irregulare,Entyloma,215328,Species,,In foliis vivis et languidis Poae annuae L.,NA,NA,NA,urn:uuid:775c4ed5-fc0e-4a86-996c-ffd38b10dce6,Suecia [Sweden],Mycoportal.db,106,Poa annua L.,kew-435194,The.plant.list,NA
999,126074,126074,Poae annuae,3777445,PH,,52ea6e9c-1d97-4f83-821b-c3bfb50709ee,PreservedSpecimen,Fusarium graminum,Fusarium,222466,Species,dedit. Curtis,in Poae annuae,NA,host: Poa annua,NA,urn:uuid:52ea6e9c-1d97-4f83-821b-c3bfb50709ee,France,Mycoportal.db,106,Poa annua L.,kew-435194,The.plant.list,NA
997,118960,118960,Poae aquaticae,3800328,PH,,fb633a3c-0f6d-4ced-9abe-20775bc9b431,PreservedSpecimen,Fungi,,7,Kingdom,"Menke Herbarium; Corpuscula obsolete-oblonga, nebulosa, atra, in foliis Poae aquaticae.",in foliis Poae aquaticae,NA,host: Poa aquatica,NA,urn:uuid:fb633a3c-0f6d-4ced-9abe-20775bc9b431,Germany,Mycoportal.db,124,Glyceria maxima (Hartm.) Holmb.,kew-417855,The.plant.list,NA
3101,104882,104882,Poae aquaticae,3968927,PH,,120d3bdb-627a-41e0-897c-c0c9fa25ce66,PreservedSpecimen,Uredo longissima,Uredo,552325,Species,The Academy of Natural Sciences of Philadelphia,On leaves of Poae aquaticae,NA,NA,NA,urn:uuid:120d3bdb-627a-41e0-897c-c0c9fa25ce66,France,Mycoportal.db,124,Glyceria maxima (Hartm.) Holmb.,kew-417855,The.plant.list,NA
1359,143694,143694,Poae nemoralis,3697772,PH,,0df3b3db-a436-484c-8b8a-1bc41c6e8427,PreservedSpecimen,Lophodermium arundinaceum,Lophodermium,278355,Species,"Joannes Kunze, Fungi selecti exsiccati, Dr. George Martin Collection, The Academy of Natural Sciences of Philadelphia, PA (PH); Non frequens, in fruticetis; Fungi Selecti Exsiccati (Kunze), 1-400; 501-600, J. Kunze and G. Winter, exs #: 161","Ad Poae nemoralis, L. culmis aridis adhuc erectis foliisque,",NA,host: Poa nemoralis,NA,urn:uuid:0df3b3db-a436-484c-8b8a-1bc41c6e8427,Germany,Mycoportal.db,148,Poa nemoralis L.,kew-436600,The.plant.list,NA
1360,143695,143695,Poae nemoralis,3697771,PH,,a9d3602d-9b94-429c-91a3-83f5d4bb2122,PreservedSpecimen,Lophodermium arundinaceum,Lophodermium,278355,Species,"Joannes Kunze, Fungi selecti exsiccati, Dr. George Martin Collection, The Academy of Natural Sciences of Philadelphia, PA (PH). Additional data derived from dupe. at PH.; Non frequens, in fruticetis; Fungi Selecti Exsiccati (Kunze), 1-400; 501-600, J. Kunze and G. Winter, exs #: 161","Ad Poae nemoralis, L. culmis aridis adhuc erectis foliisque,",NA,NA,NA,urn:uuid:a9d3602d-9b94-429c-91a3-83f5d4bb2122,Germany,Mycoportal.db,148,Poa nemoralis L.,kew-436600,The.plant.list,NA
2026,188051,188051,Poae nemoralis,341589,MICH,Fungi,2be52006-b5b6-41b2-a4b2-caf61e0286d0,PreservedSpecimen,Puccinella graminis,Puccinella,396990,Species,Herbier Barbey-Boissier 1658 Also cited as exsiccati Fungi Rhenani 2124 Jahrb. Nassauischen Vereins Naturk. 1869-1870 23-24: 61.,On leaves of Poae nemoralis and Dactylidis (rare),NA,NA,NA,urn:uuid:2be52006-b5b6-41b2-a4b2-caf61e0286d0,Germany,Mycoportal.db,148,Poa nemoralis L.,kew-436600,The.plant.list,NA
1907,149506,149506,Poae pratensis,3672245,PH,,0995542b-a7eb-4a83-862e-96d210d81396,PreservedSpecimen,Physarum cinereum,Physarum,648933,Species,The Academy of Natural Sciences of Philadelphia; George Martin Herbarium,ad folia viva Poae pratensis et trefolii,NA,host: Poa pratensis,NA,urn:uuid:0995542b-a7eb-4a83-862e-96d210d81396,USA,Mycoportal.db,187,Poa pratensis L.,kew-436906,The.plant.list,NA
613,214429,214429,Podocarpus elata,2696632,RMS,,b3a5aeef-378f-4427-8c36-2a229330c77d,PreservedSpecimen,Corynelia uberata,Corynelia,156835,Species,,On Podocarpus elata,NA,host: Podocarpus elata,NA,urn:uuid:b3a5aeef-378f-4427-8c36-2a229330c77d,Fiji,Mycoportal.db,84,Podocarpus elatus R.Br. ex Endl.,kew-2567455,The.plant.list,NA
2082,98727,98727,Polygonum chinensis,4021143,UC,,b9306ae5-a810-4156-8f6d-a7bb7fbfa513,PreservedSpecimen,Puccinia benokiyamensis,Puccinia,397463,Species,,NA,NA,host: Polygonum chinensis,NA,urn:uuid:b9306ae5-a810-4156-8f6d-a7bb7fbfa513,China,Mycoportal.db,211,Persicaria chinensis (L.) H. Gross,tro-50133756,The.plant.list,NA
223,170361,170361,Polygonum mitis,3567544,UC,,511e124e-386e-4df1-b6a4-8a126ded4eaa,PreservedSpecimen,Bauhinus cordae,Bauhinus,112146,Species,"Fungi Hungarici Exsiccati, 1-500, G. Linhart, exs #: 702",ovaries,NA,host: Polygonum mitis,NA,urn:uuid:511e124e-386e-4df1-b6a4-8a126ded4eaa,Hungary,Mycoportal.db,38,Persicaria mitis (Schrank) Holub,kew-2572466,The.plant.list,NA
3220,109720,109720,Polygonum muehlenbergii,3941640,UC,,aee9a8e4-5ba1-418b-9bc8-8389ed2e5475,PreservedSpecimen,Uromyces polygoni,Uromyces,554359,Species,,NA,NA,host: Polygonum muehlenbergii,NA,urn:uuid:aee9a8e4-5ba1-418b-9bc8-8389ed2e5475,USA,Mycoportal.db,330,Persicaria amphibia (L.) Delarbre,kew-2571959,The.plant.list,NA
3221,59103,59103,Polygonum muehlenbergii,4628669,UC,,5a02c104-66bc-46b0-b5c9-3b6e8b510f2d,PreservedSpecimen,Uromyces polygoni-avicularis,Uromyces,190305,Species,,NA,NA,host: Polygonum muehlenbergii,NA,urn:uuid:5a02c104-66bc-46b0-b5c9-3b6e8b510f2d,USA,Mycoportal.db,330,Persicaria amphibia (L.) Delarbre,kew-2571959,The.plant.list,NA
785,197243,197243,Polygonum punctata,3156258,RMS,,202e6f70-a4c3-4b46-a4ad-081ace6bf916,PreservedSpecimen,Didymaria effusa,Didymaria,171242,Species,,NA,NA,host: Polygonum punctata,NA,urn:uuid:202e6f70-a4c3-4b46-a4ad-081ace6bf916,United States,Mycoportal.db,97,Persicaria punctata (Elliott) Small,kew-2572317,The.plant.list,NA
